date,pit_id,species,river,site,site_no,searchday,length,hallprint_color,hallprint1,hallprint2,sex,recap,event,clay,silt,sand,gravel,cobble,boulder,bedrock,flow1,flow2,flow3,flow4,depth1,depth2,depth3,depth4,manhours,time,people,temp,do,cond,ph,notes
8/4/2022,NA,,Neches,Rockland,2,3,48,Pink,R252,R252,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,47,Pink,R252,R252,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,PLDO,Neches,Rockland,2,2,65,Pink,R251,R251,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,65,Pink,R251,R251,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,PLDO,Neches,Rockland,2,2,85,Pink,R250,R250,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,87,Pink,R250,R250,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,87,Pink,R250,R250,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,PLDO,Neches,Rockland,2,2,76,Pink,R249,R249,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,PLDO,Neches,Rockland,2,2,74,Pink,R248,R248,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,PLDO,Neches,Rockland,2,2,51,Pink,R248,R248,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,74,Pink,R248,R248,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,74,Pink,R248,R248,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,73,Pink,R248,R248,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,PLDO,Neches,Rockland,2,2,65,Pink,R247,R247,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,64,Pink,R247,R247,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,63,Pink,R247,R247,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/4/2022,NA,,Neches,Rockland,2,3,52,Pink,R246,R246,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,49,Pink,R246,R246,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,QUQU,Neches,Rockland,2,2,42,Pink,R245,R245,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,46,Pink,R245,R245,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,QUQU,Neches,Rockland,2,2,45,Pink,R244,R244,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,47,Pink,R244,R244,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,47,Pink,R244,R244,NA,recap,2,45,45,10,0,0,0,0,0,0,NA,NA,3.9,NA,NA,NA,2,30,4,28.08,9.5,240.1,8.86,
8/3/2022,NA,PLDO,Neches,Rockland,2,2,85,Pink,R243,R243,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,74,Pink,R243,R243,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,,Neches,Rockland,2,2,87,Pink,R243,R243,NA,recap,2,45,45,10,0,0,0,0,0,0,NA,NA,3.9,NA,NA,NA,2,30,4,28.08,9.5,240.1,8.86,
8/3/2022,NA,PLDO,Neches,Rockland,2,2,85,Pink,R242,R242,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,88,Pink,R242,R242,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,79,Pink,R242,R242,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,PLDO,Neches,Rockland,2,2,88,Pink,R241,R241,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,89,Pink,R241,R241,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,PLDO,Neches,Rockland,2,2,82,Pink,R240,R240,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,82,Pink,R240,R240,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,PLDO,Neches,Rockland,2,2,78,Pink,R239,R239,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,94,Pink,R239,R239,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,78,Pink,R239,R239,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,PLDO,Neches,Rockland,2,2,82,Pink,R238,R238,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,82,Pink,R238,R238,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,81,Pink,R238,R238,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,PLDO,Neches,Rockland,2,2,97,Pink,R237,R237,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,95,Pink,R237,R237,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,PLDO,Neches,Rockland,2,2,86,Pink,R236,R236,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,85,Pink,R236,R236,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,84,Pink,R236,R236,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,PLDO,Neches,Rockland,2,2,71,Pink,R235,R235,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,70,Pink,R235,R235,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,PLDO,Neches,Rockland,2,2,80,Pink,R234,R234,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,79,Pink,R234,R234,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,80,Pink,R234,R234,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,PLDO,Neches,Rockland,2,2,79,Pink,R233,R233,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,PLDO,Neches,Rockland,2,2,83,Pink,R232,R232,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,83,Pink,R232,R232,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,83,Pink,R232,R232,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,MENE,Neches,Rockland,2,2,165,Pink,R231,R231,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,160,Pink,R231,R231,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,167,Pink,R231,R231,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,MENE,Neches,Rockland,2,2,125,Pink,R230,R230,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,126,Pink,R230,R230,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,126,Pink,R230,R230,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,MENE,Neches,Rockland,2,2,128,Pink,R229,R229,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,128,Pink,R229,R229,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,129,Pink,R229,R229,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,POPU,Neches,Rockland,2,2,83,Pink,R228,R228,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,82,Pink,R228,R228,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,POPU,Neches,Rockland,2,2,73,Pink,R227,R227,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,79,Pink,R227,R227,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,POPU,Neches,Rockland,2,2,88,Pink,R226,R226,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,89,Pink,R226,R226,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,84,Pink,R226,R226,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,POPU,Neches,Rockland,2,2,119,Pink,R225,R225,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,121,Pink,R225,R225,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,120,Pink,R225,R225,NA,recap,2,45,45,10,0,0,0,0,0,0,NA,NA,3.9,NA,NA,NA,2,30,4,28.08,9.5,240.1,8.86,
8/3/2022,NA,POPU,Neches,Rockland,2,2,115,Pink,R224,R224,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,116,Pink,R224,R224,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,115,Pink,R224,R224,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,POPU,Neches,Rockland,2,2,87,Pink,R223,R223,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,88,Pink,R223,R223,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,79,Pink,R223,R223,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,,Neches,Rockland,2,2,84,Pink,R223,R223,NA,recap,2,45,45,10,0,0,0,0,0,0,NA,NA,3.9,NA,NA,NA,2,30,4,28.08,9.5,240.1,8.86,
8/3/2022,NA,POPU,Neches,Rockland,2,2,116,Pink,R222,R222,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,115,Pink,R222,R222,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,114,Pink,R222,R222,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,POPU,Neches,Rockland,2,2,131,Pink,R221,R221,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,132,Pink,R221,R221,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,132,Pink,R221,R221,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,POPU,Neches,Rockland,2,2,80,Pink,R220,R220,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,83,Pink,R220,R220,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,81,Pink,R220,R220,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,CYPU,Neches,Rockland,2,2,63,Pink,R219,R219,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,CYPU,Neches,Rockland,2,2,55,Pink,R218,R218,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,55,Pink,R218,R218,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,CYPU,Neches,Rockland,2,2,49,Pink,R217,R217,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,50,Pink,R217,R217,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,CYPU,Neches,Rockland,2,2,52,Pink,R216,R216,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,52,Pink,R216,R216,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,POPU,Neches,Rockland,2,2,103,Pink,R215,R215,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,112,Pink,R215,R215,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,101,Pink,R215,R215,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,OBRE,Neches,Rockland,2,2,40,Pink,R214,R214,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,39,Pink,R214,R214,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,OBRE,Neches,Rockland,2,2,55,Pink,R213,R213,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,57,Pink,R213,R213,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,56,Pink,R213,R213,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,OBRE,Neches,Rockland,2,2,52,Pink,R212,R212,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,50,Pink,R212,R212,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,OBRE,Neches,Rockland,2,2,44,Pink,R211,R211,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,43,Pink,R211,R211,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,42,Pink,R211,R211,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,OBRE,Neches,Rockland,2,2,52,Pink,R210,R210,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,54,Pink,R210,R210,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,53,Pink,R210,R210,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,OBRE,Neches,Rockland,2,2,37,Pink,R209,R209,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,37,Pink,R209,R209,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,38,Pink,R209,R209,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,OBRE,Neches,Rockland,2,2,46,Pink,R208,R208,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,44,Pink,R208,R208,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,43,Pink,R208,R208,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,OBRE,Neches,Rockland,2,2,45,Pink,R207,R207,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,47,Pink,R207,R207,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,47,Pink,R207,R207,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,TRVE,Neches,Rockland,2,2,66,Pink,R206,R206,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,TRVE,Neches,Rockland,2,2,85,Pink,R205,R205,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,86,Pink,R205,R205,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,96,Pink,R205,R205,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,TRVE,Neches,Rockland,2,2,98,Pink,R204,R204,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,,Neches,Rockland,2,2,96,Pink,R204,R204,NA,recap,2,50,50,0,0,0,0,0,0.12,0.01,NA,NA,2.6,NA,NA,NA,3,45,4,26.94,7.78,127.9,8.48,
8/3/2022,NA,TRVE,Neches,Rockland,2,2,88,Pink,R203,R203,NA,NEW,1,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,88,Pink,R203,R203,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
